Season,Episode,Game,Round,A or B,Question,Contestant,Contestant Answer,Panelist 1,Panelist 1 Answer,Panelist 1 Matched,Panelist 2,Panelist 2 Answer,Panelist 2 Matched,Panelist 3,Panelist 3 Answer,Panelist 3 Matched,Panelist 4,Panelist 4 Answer,Panelist 4 Matched,Panelist 5,Panelist 5 Answer,Panelist 5 Matched,Panelist 6,Panelist 6 Answer,Panelist 6 Matched
76,689,782,tie1,A,"The surgeon said to his assistant, ""No wonder you're having so much trouble operating. You're supposed to wear surgical gloves, not blank gloves.""",Cindy Storrs,ski,Orson Bean,baseball,no,Brett Somers,driving,no,,,,Pat Delaney,rubber,no,Richard Dawson,boxing,no,Betty White,garden,no
76,689,783,1,B,"Boy, was the explorer surprised. When he dug to the center of the Earth, he found out that the Earth had a blank center.",Tommy Simmons,chocolate,Orson Bean,cherry,no,Brett Somers,shopping,no,Charles Nelson Reilly,cherry,no,Pat Delaney,chocolate,yes,Richard Dawson,caramel,no,Betty White,marshmallow,no
76,689,783,1,A,"Little Johnny is a mean little kid. Just for kicks, he ran his cat through the blank.",Carol Parker,meat grinder,Orson Bean,meat grinder,yes,Brett Somers,wringer,no,Charles Nelson Reilly,washing machine,no,Pat Delaney,washing machine wringer,no,Richard Dawson,washing machine,no,Betty White,car wash,no
76,689,783,2,A,"Stanley said, ""Fred is really strange. I walked into his bathroom, and there were two towels hanging from the rack. They didn't say 'his and hers,' they said 'his and blanks.'""",Tommy Simmons,his,Orson Bean,his,yes,Brett Somers,hisn's,yes,Charles Nelson Reilly,theirs,no,,,,Richard Dawson,to whom it may concern,no,Betty White,his,yes
76,689,783,2,B,"The drunken chef said, ""Does a pot roast wear a tuxedo?"" and his assistant said, ""No, a pot roast does not wear a tuxedo,"" and the chef said, ""Well, then, I'm afraid I just cooked a blank.""",Carol Parker,penguin,,,,Brett Somers,maitre d',no,Charles Nelson Reilly,waiter,no,Pat Delaney,turkey,no,Richard Dawson,waiter,no,Betty White,customer,no
76,690,784,1,B,They threw the midgets out of the laundromat when they caught them blanking in the washing machine.,Sue Sobel,making love,Orson Bean,swimming,no,Brett Somers,swimming,no,Charles Nelson Reilly,swimming,no,Pat Delaney,doubling up the sheets,no,Richard Dawson,tinkling,no,Betty White,going around together,no
76,690,784,1,A,"Nathan the newlywed said, ""My wife made two meatloaves last night. They were too heavy to eat, so I used them as blanks.""",Tommy Simmons,bookends,Orson Bean,doorstops,no,Brett Somers,paperweights,no,Charles Nelson Reilly,doorstops,no,Pat Delaney,pillows,no,Richard Dawson,barbells,no,Betty White,bed warmers,no
76,690,784,2,B,"The ballerina said, ""I don't trust that new male dancer. He just blanked my tutu.""",Sue Sobel,grabbed,Orson Bean,pinched,no,Brett Somers,snatched,yes,Charles Nelson Reilly,put on,no,Pat Delaney,fluffed,no,Richard Dawson,wore,no,Betty White,put on,no
76,691,784,2,A,"Tonto say, ""Prairie can be dangerous place. Me leap straight in air when me sit on blank.""",Tommy Simmons,cactus,Bill Cullen,asparagus,no,Brett Somers,cactus,yes,Charles Nelson Reilly,cacti,yes,Janice Pennington,cactus,yes,Richard Dawson,cactus,yes,Fannie Flagg,rattlesnake,no
76,691,785,1,B,They threw Harold out of the sideshow when they caught him blanking the fat lady.,Kathy Dixon,feeding,Bill Cullen,kissing,no,Brett Somers,poking,no,Charles Nelson Reilly,making love to,no,Janice Pennington,pinching,no,Richard Dawson,making love to,no,Fannie Flagg,kissing,no
76,691,785,1,A,"George said, ""I just played poker with Mike, and was it a mess! We didn't have poker chips, so we used blank chips.""",Tommy Simmons,potato,Bill Cullen,potato,yes,Brett Somers,potato,yes,Charles Nelson Reilly,potato,yes,Janice Pennington,potato,yes,Richard Dawson,cow,no,Fannie Flagg,potato,yes
76,691,785,2,B,"Howie the hockey player said, ""Times are really tough. Yesterday, I had to blank my puck.""",Kathy Dixon,eat,Bill Cullen,hock,no,Brett Somers,pawn,no,Charles Nelson Reilly,hock,no,Janice Pennington,hock,no,Richard Dawson,hock,no,Fannie Flagg,eat,yes
76,692,786,1,A,"Hey, I've got a little poem for you: The farmer's daughter was heard to say, ""My beau ran off on our wedding day. He said with me he'd never stay 'cause all I do all night is blank.""",Robin Woodside,play,Bill Cullen,pray,no,Brett Somers,pray,no,Charles Nelson Reilly,hay,no,Janice Pennington,pray,no,Richard Dawson,pray,no,Fannie Flagg,eat hay,no
76,692,786,1,B,"Abe said, ""When my wife and I got divorced, we had a custody fight over the dog. She won. She got Fido, and I got Fido's blank.""",Tommy Simmons,son,Bill Cullen,fleas,no,Brett Somers,fleas,no,Charles Nelson Reilly,bone,no,Janice Pennington,bone,no,Richard Dawson,bone,no,Fannie Flagg,fleas,no
76,692,786,2,A,"Fernando the fire-eater said, ""Eating fire can be tricky. Yesterday, in the middle of my act, I hiccupped, and flames shot out of my blank.""",Robin Woodside,ears,Bill Cullen,nose,no,Brett Somers,eyes,no,Charles Nelson Reilly,ears,yes,Janice Pennington,nose,no,Richard Dawson,nose,no,Fannie Flagg,ears,yes
76,692,786,2,B,"Old Lady Perkins said, ""Here at Old Joe's rest home, you've got to keep moving. As soon as you lie down, Old Joe blanks you.""",Tommy Simmons,loves,Bill Cullen,buries,no,Brett Somers,gooses,no,Charles Nelson Reilly,makes love to,yes,Janice Pennington,buries,no,Richard Dawson,buries,no,Fannie Flagg,kisses,no
76,693,787,1,B,"The nurse said, ""I think the new surgeon likes me. In the middle of Mrs. Brown's operation, he handed me her blank.""",Tom Robinson,kidney,Bill Cullen,appendix,no,Brett Somers,heart,no,Charles Nelson Reilly,gallbladder,no,Janice Pennington,heart,no,Richard Dawson,heart,no,Fannie Flagg,heart,no
76,693,787,1,A,"Norton the sewer worker said, ""I'll tell you much I love the sewer. On my day off, I bring my blank down here.""",Robin Woodside,family,Bill Cullen,wife,no,Brett Somers,wife,no,Charles Nelson Reilly,golf clubs,no,Janice Pennington,wife,no,Richard Dawson,wife,no,Fannie Flagg,wife and family,yes
76,693,787,2,B,"Adam said to Eve, ""Boy, am I mad at the laundry! They blanked my fig leaf!""",Tom Robinson,starched,Bill Cullen,shrank,no,Brett Somers,starched,yes,Charles Nelson Reilly,starched,yes,Janice Pennington,shrunk,no,Richard Dawson,starched,yes,Fannie Flagg,starched,yes
76,693,787,2,A,"As Bernard was carrying his bride over the threshold, he realized that he forgot the key to the room, so he picked the lock with his blank.",Robin Woodside,fingernail,Bill Cullen,nose,no,Brett Somers,little toofies,no,Charles Nelson Reilly,teeth,no,Janice Pennington,nose,no,Richard Dawson,nose,no,,,
76,694,788,1,A,"Contrary to popular belief, Rapunzel's hair didn't grow from her head. The long, beautiful hair grew from her blank.",Gerri Andrews,nose,Bill Cullen,chest,no,Brett Somers,nose,yes,Charles Nelson Reilly,chinny-chin-chin,no,Janice Pennington,chin,no,Richard Dawson,eyebrows,no,Fannie Flagg,nose,yes
76,694,788,1,B,"Sammy said, ""I've finally met a girl who can cook like my mother. Unfortunately, she looks like my blank.""",Tom Robinson,dog,Bill Cullen,father,no,Brett Somers,father,no,Charles Nelson Reilly,father,no,Janice Pennington,father,no,Richard Dawson,father,no,Fannie Flagg,father,no
76,694,788,2,A,"Stella said, ""I hate getting examined by Dr. Smith. He keeps his stethoscope in his blank.""",Gerri Andrews,refrigerator,Bill Cullen,icebox,yes,,,,Charles Nelson Reilly,bag,no,Janice Pennington,icebox,yes,Richard Dawson,refrigerator,yes,,,
76,694,788,2,B,"Dumb Dora wanted to be extra sure not to start a fire in the house, so first, she threw her cigarette in the blank, then she stepped on it.",Tom Robinson,toilet,Bill Cullen,garbage,no,Brett Somers,terlet,yes,Charles Nelson Reilly,toilet,yes,Janice Pennington,toidy,yes,Richard Dawson,toidy,yes,Fannie Flagg,newspaper,no
76,695,789,1,A,"Jane said, ""My husband is mean. At the beach, when I was taking a nap, he stuck a beach umbrella in my blank.""",Sandy Carlisle,back end,Bill Cullen,navel,no,Brett Somers,one of the children,no,Charles Nelson Reilly,lunch,no,Janice Pennington,belly button,no,Richard Dawson,navel,no,Fannie Flagg,navel,no
76,695,789,1,B,"The justice of the peace said to Jim, ""I don't care how much money you give me. You cannot marry your blank.""",Gerri Andrews,sister,Bill Cullen,brother,no,Brett Somers,mommy,no,Charles Nelson Reilly,mother,no,Janice Pennington,brother,no,Richard Dawson,mum,no,Fannie Flagg,raincoat,no
76,695,789,2,A,"King Kong didn't have any toys, so he tied a string around Fay Wray and made her into a blank.",Sandy Carlisle,yo-yo,Bill Cullen,yo-yo,yes,Brett Somers,yooyoo,yes,Charles Nelson Reilly,yo-yo,yes,Janice Pennington,yo-yo,yes,Richard Dawson,yo-yo,yes,Fannie Flagg,yo-yo,yes
76,695,789,2,B,"Harvey said, ""That new restaurant has terrible food. I ordered bird nest soup and they gave me bird blank soup.""",Gerri Andrews,doo,Bill Cullen,seed,no,,,,Charles Nelson Reilly,doo,yes,Janice Pennington,brain,no,Richard Dawson,doo,yes,,,
76,696,790,1,A,"Josephine the plumber is a real klutz. Yesterday, she got her plunger stuck on her blank.",Irma Heasley,fanny,Joey Bishop,boobie,no,Brett Somers,little bosom,no,Charles Nelson Reilly,boob,no,Janice Lynde,nose,no,Richard Dawson,boobs,no,Patti Deutsch,upper frontal,no
76,696,790,1,B,"Ann said, ""This year, I had a really rotten Christmas. Santa Claus filled my stocking with dirty blanks.""",Sandy Carlisle,feet,Joey Bishop,toys,no,Brett Somers,socks,no,Charles Nelson Reilly,underwear,no,Janice Lynde,socks,no,Richard Dawson,socks,no,Patti Deutsch,stockings,no
76,696,790,2,B,"Dr. Quackenbush said, ""We'd better send this giraffe to the Mayo Clinic. I've never seen such a bad case of blank.""",Irma Heasley,stiff neck,Joey Bishop,laryngitis,no,Brett Somers,psoriasis,no,Charles Nelson Reilly,sore throat,no,Janice Lynde,spots,no,Richard Dawson,tonsilitis,no,Patti Deutsch,tonsilitis,no
76,696,790,2,A,"There wasn't much food in the jungle, so Tarzan ate his blank.",Sandy Carlisle,monkey cheeta,Joey Bishop,wife jane but she didn't agree with him,no,Brett Somers,mate,no,Charles Nelson Reilly,vine,no,Janice Lynde,vine,no,Richard Dawson,loin cloth,no,Patti Deutsch,cheeta,yes
76,697,791,1,A,"Here's the Match Game way to quit smoking: before you put a cigarette in your mouth, dip it in blank.",Marlene Scott,tar,Joey Bishop,water,no,Brett Somers,pigeon dip,no,Charles Nelson Reilly,water,no,Janice Lynde,the toilet,no,Richard Dawson,raid,no,Patti Deutsch,monty hall's ear,no
76,697,791,1,B,The emergency squad rushed to the Sonny and Cher Show because Sonny had his blank caught in Cher's navel.,Sandy Carlisle,mustache,Joey Bishop,mustache,yes,Brett Somers,mustache,yes,Charles Nelson Reilly,nose,no,Janice Lynde,head,no,Richard Dawson,finger,no,Patti Deutsch,alimony check,no
76,697,791,2,A,"When the pilot walked down the aisle of the airplane, he made all the passengers nervous because he was wearing a blank.",Marlene Scott,parachute,Joey Bishop,parachute,yes,Brett Somers,parachute,yes,Charles Nelson Reilly,parachute,yes,Janice Lynde,parachute,yes,Richard Dawson,parachute,yes,Patti Deutsch,wash and wear parachute,yes
76,697,791,2,B,I have a limerick for you: There once was a Hollywood star whose life was extremely bizarre. He painted his nose and never wore clothes and made love to his wife in a blank.,Sandy Carlisle,car,,,,,,,Charles Nelson Reilly,car,yes,Janice Lynde,car,yes,Richard Dawson,car,yes,Patti Deutsch,car,yes
76,697,791,tie1,A,"In the prison olympics, as the prisoners disappear over the wall, the warden said, ""This is the last time we'll ever have a blanking event.""",Marlene Scott,pole vaulting,Joey Bishop,pole vaulting,yes,Brett Somers,pole vaulting,yes,Charles Nelson Reilly,high jumping,no,Janice Lynde,high jumping,no,Richard Dawson,pole vaulting,yes,Patti Deutsch,pole vaulting,yes
76,698,791,tie1,B,"Eve said, ""Adam has broken out in a terrible rash. I think he must be allergic to blank.""",Sandy Carlisle,fig leaves,Joey Bishop,apples,no,Brett Somers,fig leaves,yes,Charles Nelson Reilly,apples,no,Janice Lynde,apples,no,Richard Dawson,sex,no,Patti Deutsch,fig foliage,yes
76,698,792,1,A,"The network VP said, ""Now that Howard Cosell's show is no longer on the air, we're having his mouth blanked.""",Eddie Taylor,bronzed,Joey Bishop,bronzed,yes,Brett Somers,bronzed,yes,Charles Nelson Reilly,bronzed,yes,Janice Lynde,sewed shut,no,Richard Dawson,rerun,no,Patti Deutsch,stuffed,no
76,698,792,1,B,"At the nudist colony formal ball, Fred wore a three-piece outfit. It consisted of two black socks and a blank.",Marlene Scott,tie,Joey Bishop,bow tie,yes,Brett Somers,black string tie,yes,Charles Nelson Reilly,small (very small) black bow tie,yes,Janice Lynde,ribbon,no,Richard Dawson,black tie,yes,Patti Deutsch,very tasteful cummerbund,no
76,698,792,2,A,"The Bionic Woman said, ""To keep my body running smooth, once a week, I go to a gas station, and they lube my blank.""",Eddie Taylor,legs,,,,,,,,,,Janice Lynde,brain,no,Richard Dawson,navel,no,Patti Deutsch,lobe,no
76,699,793,1,A,"You may not know this, but there was an eighth dwarf. Because this dwarf never took a bath, they called him Blanky.",Carrie Tyler,stinky,Joey Bishop,stinky,yes,Brett Somers,smelly,yes,Charles Nelson Reilly,stinky,yes,Janice Lynde,smelly,yes,Richard Dawson,smelly,yes,Patti Deutsch,stinky,yes
76,699,793,1,B,"Marge said, ""I just got the rottenest birthday present ever. It's a book called The Beauty Secrets of Blank.""",Marlene Scott,brett,Joey Bishop,godzilla,no,Brett Somers,godzilla,no,Charles Nelson Reilly,brett,yes,Janice Lynde,garbage,no,Richard Dawson,brett,yes,Patti Deutsch,the new king kong,no
76,699,793,2,A,"Nancy said, ""I'm suing the surgeon who did my operation. He was so nearsighted, instead of sewing up my incision, he sewed up my blank.""",Marlene Scott,rear,Joey Bishop,behind,yes,Brett Somers,navel,no,,,,,,,,,,Patti Deutsch,mouth area,no
76,700,794,1,A,"When Dr. Harris operated on Gloria, everyone could tell he was in love with her, because in the middle of the operation, he blanked her heart.",Frank Peters Jr.,broke,Joey Bishop,kissed,no,Brett Somers,kissed,no,Charles Nelson Reilly,stopped,no,Janice Lynde,kissed,no,Richard Dawson,touched,no,Patti Deutsch,stole,no
76,700,794,1,B,"Zsa Zsa said, ""Darling, let me tell you, Evel Knievel is at my house, and he's about to make one of his crazy motorcycle jumps. He just laid my blanks end to end.""",Carrie Tyler,jewels,Joey Bishop,husbands,no,Brett Somers,hubbies,no,Charles Nelson Reilly,husbands,no,Janice Lynde,boobs,no,Richard Dawson,ex-husbands,no,Patti Deutsch,former husbands,no
76,700,794,2,A,"Listen, nobody knows this, but King Kong was a real gentleman. He always blanked the women and children first.",Frank Peters Jr.,carried,Joey Bishop,seated,no,Brett Somers,loved,no,Charles Nelson Reilly,clobbered,no,Janice Lynde,took,yes,Richard Dawson,ate,no,Patti Deutsch,ate,no
76,700,794,2,B,"Carl was a strange father. Instead of bronzing his baby's shoes, he bronzed his baby's blanks.",Carrie Tyler,dirty diapers,Joey Bishop,buttocks,no,Brett Somers,buns,no,Charles Nelson Reilly,used diapers,yes,Janice Lynde,diapers,yes,Richard Dawson,feet,no,Patti Deutsch,pedal extremities,no
76,701,795,1,B,"When the Martians landed, they decided there was no intelligent life on Earth because they landed in blank.",Kathryn Robinson,washington d.c.,Donald Ross,our nation's capital,yes,Brett Somers,washington d.c.,yes,Charles Nelson Reilly,washington d.c.,yes,Isabel Sanford,hollywood,no,Richard Dawson,washington d.c.,yes,Betty White,this studio,no
76,701,795,1,A,Sir Lancelot had a terrible accident. He got careless and sat on his blank.,Carrie Tyler,lance,Donald Ross,sword/lance,yes,Brett Somers,spear and/or lance,yes,Charles Nelson Reilly,lance,yes,Isabel Sanford,sword,no,Richard Dawson,lance,yes,Betty White,spear,yes
76,701,795,2,B,Mildred invented a new form of karate. She doesn't use her hands or feet. She breaks boards with her blanks.,Kathryn Robinson,boobs,,,,,,,,,,Isabel Sanford,boobs,yes,,,,Betty White,boobs,yes
76,701,795,2,A,"The funeral director said, ""That special coffin over there contains a car salesman. That's why it has a blank top.""",Carrie Tyler,convertible,,,,,,,,,,Isabel Sanford,convertible,yes,,,,,,
76,701,795,tie1,B,"At Dumb Dora's barbecue, nobody ate the food, because instead of cooking spare ribs, Dumb Dora cooked spare blanks.",Kathryn Robinson,tires,Donald Ross,charcoals,no,Brett Somers,parts,no,Charles Nelson Reilly,parts,no,Isabel Sanford,tires,yes,Richard Dawson,tires,yes,Betty White,tires,yes
76,702,795,tie1,A,"Shirley said, ""My blind date last night was really a dog. I caught blank from him.""",Carrie Tyler,fleas,Donald Ross,fleas,yes,Brett Somers,fleas,yes,Charles Nelson Reilly,rabies,no,Isabel Sanford,fleas,yes,Richard Dawson,rabies,no,Betty White,distemper,no
76,702,795,tie2,B,"Alfredo the bullfighter said, ""In the bull ring, the bulls are always nice to me because I dress up as a blank.""",Kathryn Robinson,cow,Donald Ross,cow,yes,Brett Somers,cow and udder things,yes,Charles Nelson Reilly,cow,yes,Isabel Sanford,cow,yes,Richard Dawson,cow,yes,Betty White,cow,yes
76,702,795,tie2,A,"The loan shark said to Cleopatra, ""You can have the loan, but we'll have to hold your blank as collateral.""",Carrie Tyler,body,Donald Ross,snake,no,Brett Somers,asp,no,Charles Nelson Reilly,asp,no,Isabel Sanford,asp,no,Richard Dawson,asp,no,Betty White,asp,no
76,702,796,1,A,"Santa Claus said, ""Ho, ho, ho! I like to give presents to people who can really use them, so this year, I'm giving a muzzle to blank.""",Linda Wright,howard cosell,Donald Ross,brett,no,Brett Somers,kissinger,no,Charles Nelson Reilly,brett,no,Isabel Sanford,my dog,no,Richard Dawson,brett,no,Betty White,brett somers,no
76,702,796,1,B,"Napoleon's wife said, ""Please don't say anything about my husband sticking his hand inside his vest. It was the only way I could get his finger out of his blank.""",Kathryn Robinson,nose,Donald Ross,shorts,no,Brett Somers,nose,yes,Charles Nelson Reilly,nostril,yes,Isabel Sanford,pocket,no,Richard Dawson,nose,yes,Betty White,nose,yes
76,703,796,2,A,Ralph is a real male chauvinist. He keeps his wife chained to the blank.,Linda Wright,kitchen,Donald Ross,stove,no,Brett Somers,bed,no,Charles Nelson Reilly,bed,no,Isabel Sanford,bed,no,Richard Dawson,bed,no,Betty White,bed,no
76,703,797,1,B,"The butcher said to the psychiatrist, ""Doc, I can't separate my social life from my work. As soon as I meet a new girl, I blank her.""",Beth Marie,carve,Donald Ross,pork,no,Brett Somers,hang,no,Charles Nelson Reilly,weigh,no,Isabel Sanford,weigh,no,Richard Dawson,weigh,no,Betty White,weigh,no
76,703,797,1,A,"Hey, did you see the headline in the Hollywood Gazette? It says, ""Betty White gives up Allen Ludden for blank.""",Kathryn Robinson,gene rayburn,Donald Ross,security,no,Brett Somers,life,no,Charles Nelson Reilly,ed asner,no,Isabel Sanford,match game,no,Richard Dawson,lent,no,Betty White,lent,no
76,703,797,2,B,"When the Bionic Woman falls down, she bounces right up because she has a rubber blank.",Beth Marie,rear end,Donald Ross,bottom,yes,Brett Somers,bottom,yes,Charles Nelson Reilly,rear,yes,Isabel Sanford,butt,yes,Richard Dawson,boob,no,Betty White,bosom,no
76,703,797,2,A,"When the police told Dumb Dora they were taking her to the cooler, Dumb Dora brought along a blank.",Kathryn Robinson,heater,Donald Ross,overcoat,no,Brett Somers,nice warm coat,no,Charles Nelson Reilly,fur coat,no,Isabel Sanford,blanket,no,Richard Dawson,fur coat,no,Betty White,glass,no
76,704,798,1,A,"Old Man Periwinkle said, ""They just had an old folks' day at the amusement park. You should've been there. Old Lady Perkins lost her blank on the roller coaster.""",Richard Prince,false teeth,Donald Ross,teeth,yes,Brett Somers,innocence,no,Charles Nelson Reilly,senility,no,Isabel Sanford,teeth,yes,Richard Dawson,virtue,no,Betty White,bloomers,no
76,704,798,1,B,"At the restaurant, Lorraine ordered the chef's stuffed tomato surprise. The surprise was, the chef stuffed the tomato into Lorraine's blank.",Beth Marie,bra,Donald Ross,navel,no,Brett Somers,v-line dress or cleavage,yes,Charles Nelson Reilly,blouse,no,Isabel Sanford,mouth,no,Richard Dawson,mouth,no,Betty White,mouth,no
76,704,798,2,A,"When the twin midgets went to cannibal country, the cannibals cooked them in a blank.",Richard Prince,pot,,,,Brett Somers,double boiler,no,Charles Nelson Reilly,double boiler,no,,,,Richard Dawson,bra,no,Betty White,double boiler,no
76,705,798,2,B,"Jack said, ""I think that guy standing on the window ledge just wants attention. When a crowd gathered, he didn't jump. Instead, he dropped his blank.""",Beth Marie,pants,Donald Ross,pants,yes,,,,Charles Nelson Reilly,pants,yes,Isabel Sanford,pants,yes,Richard Dawson,pants,yes,,,
76,705,799,1,A,"Nanook said, ""That Eskimo politician will do anything to get a vote. Yesterday, he rubbed noses with my blank.""",Carol Bittick,wife,Donald Ross,bottom,no,Brett Somers,dog sled,no,Charles Nelson Reilly,sled dog,no,Isabel Sanford,wife,yes,Richard Dawson,wife,yes,Betty White,walrus,no
76,705,799,1,B,"Contrary to popular belief, George Washington not only wore a beautiful long powdered wig, he also wore a blank.",Beth Marie,pantyhose,Donald Ross,dress,no,Brett Somers,very sweet flowered red skirt with a white fluffy blouse like betty white wears,no,Charles Nelson Reilly,truss,no,Isabel Sanford,dress,no,Richard Dawson,dress,no,Betty White,hairpiece,no
76,705,799,2,A,"The passengers on the Titanic couldn't believe it. As soon as they struck the iceberg, the captain jumped onto the ice and started blanking.",Carol Bittick,tinkling,Donald Ross,whizzing,yes,Brett Somers,skating,no,Charles Nelson Reilly,skating,no,,,,,,,Betty White,pouring,no
76,706,799,2,B,"They've opened a new reducing salon for fat people. You don't have to exercise. Instead, they blank the fat out of you.",Beth Marie,beat,Ron Palillo,beat,yes,Brett Somers,stomp,no,Charles Nelson Reilly,melt,no,Jo Anne Worley,squeeze,no,Richard Dawson,hug,no,Fannie Flagg,beat,yes
76,706,800,1,B,"Sally said to the guys from the college fraternity, ""How'd you all get so wet?"" and they said, ""You should've been there. All twenty of us stuffed ourselves into a blank.""",Rick Blackwell,fish tank,Ron Palillo,goldfish bowl,yes,Brett Somers,fish bowl,yes,Charles Nelson Reilly,washing machine,no,Jo Anne Worley,john,no,Richard Dawson,toidy,no,Fannie Flagg,shower,no
76,706,800,1,A,"When the archaeologists unwrapped King Tut's mummy, they were shocked. Inside King Tut's mummy was King Tut's blank.",Carol Bittick,daddy,Ron Palillo,underwear,no,Brett Somers,tummy,no,Charles Nelson Reilly,daddy,yes,Jo Anne Worley,daddy,yes,Richard Dawson,pater,yes,Fannie Flagg,daddy,yes
76,706,800,2,A,"Judy said to the elevator operator, ""Hey, you! Hey! You stopped too short. My blanks are down around my ankles.""",Rick Blackwell,boobs,,,,,,,Charles Nelson Reilly,panties,no,Jo Anne Worley,pants,no,Richard Dawson,pantyhose,no,Fannie Flagg,undies,no
76,707,801,1,A,"The owner of the sporting goods store said, ""That new salesgirl is just too skinny. Today, a customer came in and started using her as a blank.""",Janie Moss,arrow,Ron Palillo,baseball bat,no,Brett Somers,clothes rack,no,Charles Nelson Reilly,ski pole,no,Jo Anne Worley,fishing rod,no,Richard Dawson,golf club,no,Fannie Flagg,coat rack,no
76,707,801,1,B,"Dr. Frankenstein said, ""I gave my monster the brain from a politician, and now, I can't stop him from blanking.""",Carol Bittick,lying,Ron Palillo,lying,yes,Brett Somers,lying,yes,Charles Nelson Reilly,lying,yes,Jo Anne Worley,talking,no,Richard Dawson,lying,yes,Fannie Flagg,talking,no
76,707,801,2,A,"Dumb Donald was so dumb, when he went to the Playboy Club, he brought blank for the bunnies.",Janie Moss,carrots,Ron Palillo,carrots,yes,Brett Somers,carrots,yes,Charles Nelson Reilly,carrots,yes,Jo Anne Worley,food,no,Richard Dawson,lettuce,no,Fannie Flagg,carrots,yes
76,707,801,2,B,"Vito said to the Godfather, ""Godfather, here is a special meatball I prepared for the Tartaglia banquet. As soon as Tartaglia bites into it, he's going to blank up.""",Carol Bittick,blow,,,,,,,,,,Jo Anne Worley,blow,yes,,,,Fannie Flagg,blow,yes
76,708,802,1,B,"The brain surgeon was shocked when he opened up Dumb Dora's head. He didn't find a brain. Instead, he found a sign that said blank.",Gail Clower,out to lunch,Ron Palillo,out to lunch,yes,Brett Somers,nobody home,no,Charles Nelson Reilly,out to lunch,yes,Jo Anne Worley,empty,no,Richard Dawson,vacancy,no,Fannie Flagg,vacancy,no
76,708,802,1,A,"Gloria said, ""Last Christmas, Santa Claus must have been drunk. Instead of filling my stocking, he filled my blank.""",Carol Bittick,bra,Ron Palillo,pantyhose,no,Brett Somers,bra,yes,Charles Nelson Reilly,bra,yes,Jo Anne Worley,bra,yes,Richard Dawson,bra,yes,Fannie Flagg,bra,yes
76,708,802,2,B,"Phil said, ""When I make my wife happy, she feeds me chicken soup. When I make her mad, she feeds me chicken blank.""",Gail Clower,feed,,,,Brett Somers,bones,no,,,,Jo Anne Worley,do do,no,Richard Dawson,do do,no,Fannie Flagg,do,no
76,708,803,1,A,"Billy said, ""Mom wouldn't let me have a dog, so I got a watermelon for a pet. It's just as good as a dog. I already taught it to blank.""",Tony Taverna,tinkle,Ron Palillo,roll over,no,Brett Somers,lift his leg,yes,Charles Nelson Reilly,wet on paper,yes,Jo Anne Worley,roll over,no,Richard Dawson,roll over,no,Fannie Flagg,sit up and beg,no
76,709,803,1,B,Steve had a very strange hair transplant. He had the hair removed from his head and transplanted onto his blank.,Carol Bittick,bottom,Ron Palillo,chest,no,Brett Somers,chest,no,Charles Nelson Reilly,chest,no,Jo Anne Worley,chest,no,Richard Dawson,chest,no,Fannie Flagg,chest,no
76,709,803,2,A,"Barney the butcher is really absent-minded. Last night, he hung his girlfriend on a hook, then he asked a side of beef to blank him.",Tony Taverna,kiss,Ron Palillo,kiss,yes,,,,,,,Jo Anne Worley,kiss,yes,Richard Dawson,marry,no,Fannie Flagg,kiss,yes
76,709,803,2,B,"Howard Cosell's mother said, ""My son Howard learned to talk at an early age. However, he never learned how to blank.""",Carol Bittick,stop,Ron Palillo,shut up his mouth,yes,Brett Somers,shut up,yes,Charles Nelson Reilly,shut up,yes,Jo Anne Worley,shut up,yes,Richard Dawson,shut up,yes,Fannie Flagg,shut up,yes
76,709,804,1,B,"On the subway, Gloria said to the midget, ""Hey, shorty, that's not the subway strap you're hanging onto! That's my blank!""",Sharon Rich,boob,Ron Palillo,boob,yes,Brett Somers,boobette,yes,Charles Nelson Reilly,garter,no,Jo Anne Worley,purse,no,Richard Dawson,bra,no,Fannie Flagg,bra,no
76,710,804,1,A,"Dr. Jones the plastic surgeon is a little strange. After he fixes your nose, he blanks it.",Carol Bittick,blows,Ron Palillo,breaks,no,Brett Somers,breaks,no,Charles Nelson Reilly,breaks,no,Jo Anne Worley,breaks,no,Richard Dawson,blows,yes,Fannie Flagg,kisses,no
76,710,804,2,B,"A terrible tornado hit Susan's house. The wind was so strong, it screwed her into the blank.",Sharon Rich,bed,,,,,,,Charles Nelson Reilly,floor,no,Jo Anne Worley,floor,no,Richard Dawson,floor and consequently the ground,no,Fannie Flagg,floor,no
76,710,804,2,A,"Dumb Donald is so dumb, when the baseball coach told him they were going to catch flies, Dumb Donald brought along a blank.",Carol Bittick,fly swatter,Ron Palillo,fly swatter,yes,Brett Somers,fly swatter,yes,,,,Jo Anne Worley,fly swatter,yes,,,,Fannie Flagg,can of raid,no
76,710,805,1,B,"Ugly Edna went to a beauty expert for advice. He took one look at her, and he said, ""Ugly Edna, my advice is for you to go home and stick your head in the blank.""",Gwen Furie,oven,Ron Palillo,oven,yes,Brett Somers,terlet,no,Charles Nelson Reilly,toilet bowl,no,Jo Anne Worley,oven,yes,Richard Dawson,oven,yes,Fannie Flagg,oven,yes
