Season,Episode,Game,Round,Question,Question Text,Contestant ID,Contestant Answer,Panelist 1 Answer,Panelist 1 Matched,Panelist 2 Answer,Panelist 2 Matched,Panelist 3 Answer,Panelist 3 Matched,Panelist 4 Answer,Panelist 4 Matched,Panelist 5 Answer,Panelist 5 Matched,Panelist 6 Answer,Panelist 6 Matched,Alternate Panelist,Alternate Panelist Position,Notes
74,261,329,1,A,"Dr. Frankenstein said, ""I've named my new female monster Judy Jukebox. Put a dime into her navel, and stereophonic music comes out of her blank.""",323,mouth,belly button,no,ears,no,boobs,no,mouth,yes,boobs,no,mouth,yes,,,
74,261,329,2,B,"Grandma said, ""Grandpa's been sneaking out at night and dating chorus girls, but I just put a stop to that. I hid his blank.""",327,keys,glasses,no,,,,,dentures,no,false teeth,no,wheelchair,no,,,
74,262,329,2,A,"The little old woman who lived in a shoe had so many children she didn't know what to do. So to get money for food, she sold her blank to the devil.",323,soul,soul,yes,,,,,,,,,,,,,
74,262,330,1,A,"Irving said, ""That guy who wrote 'Life is just a bowl of cherries' never worked in a delicatessen. What I always sing is, 'Life is just a bowl of blank.'""",328,pickles,bagels,no,borscht,no,bagels,no,rude people,no,borscht,no,borscht,no,,,
74,262,330,1,B,"After he ate Euell Gibbons, the cannibal said, ""Mmm, Gibbons taste just like blank.""",323,hickory nuts,raisin bran,no,hickory nuts,yes,hickory nuts,yes,wild hickory nuts,yes,wild hickory nuts,yes,spare ribs,no,,,
74,262,330,2,B,"Diane said to the psychiatrist, ""Dr. Hastings, I really don't think you should blank while I'm telling you my problems.""",328,sleep,cry,no,nod off,yes,snooze,yes,sleep,yes,sleep,yes,sleep,yes,,,
74,262,330,2,A,"The loan shark said to the exotic dancer, ""I can give you the loan, but I'll have to hold one of your blanks as collateral.""",323,pasties,tops,no,,,,,,,,,fans,no,,,
74,263,331,1,B,"Poor Noah. When the ark tipped over, he rescued all the animals, and then he tried to give mouth-to-mouth resuscitation to a blank.",329,elephant,ark,no,whole group,no,giraffe,no,hippo,no,hippo,no,rhino,no,,,
74,263,331,1,A,"The soda jerk said, ""We call this concoction a Godfather sundae. It's twelve scoops of ice cream with blank on top.""",328,strawberry jam,blood,no,blood,no,blood,no,bullets,no,bullets,no,spaghetti sauce,no,,,
74,263,331,2,B,"Cleopatra said to Mark Antony, ""I knew we were meant for each other the moment your blank touched mine.""",329,boobs,bod,no,barge,no,barge,no,lips,no,lips,no,asp,no,,,
74,263,331,2,A,"As they were driving around in the sports car, Linda said, ""Fred? Fred? That's not the gearshift you're holding. You're trying to shift my blank.""",328,knee,knee,yes,knee,yes,knee,yes,knee,yes,knee,yes,knee,yes,,,
74,263,332,1,A,"Marge said, ""My husband is so cheap, on our iron wedding anniversary, all he gave me was a blank.""",330,ironing board,his wash,no,iron,no,nail,no,iron,no,iron,no,anvil,no,,,
74,264,332,1,B,"At the picnic, the absent-minded cop ate his gun and shoved a blank into his holster.",328,frankfurter,hot dog,yes,coke,no,sandwich,no,banana,no,sandwich,no,candy bar,no,,,
74,264,332,2,B,"Dumb Dora said, ""To save money, I fed my husband nothing but chicken feed for a whole year. He's perfectly normal, except sometimes he blanks around the house.""",330,lays an egg,clucks,no,clucks,no,clucks,no,lays eggs,yes,crows,no,pecks,no,,,
74,264,332,2,A,"Tony the hubcap thief has style. He saunters up to a car, slips his hands into his pockets, and pries off the hubcap with his blank.",328,gun,,,fingers,no,toe,no,toes,no,teeth,no,toes,no,,,
74,264,332,tie1,A,"Dumb Dora was so dumb, she tried to color her hair with blank.",330,crayons,crayons,yes,crayons,yes,crayons,yes,crayons,yes,ketchup,no,shoe polish,no,,,
74,264,332,tie1,B,"Lloyd Bridges said, ""Now that my series Sea Hunt is over, I can admit it: I'm afraid of blank.""",328,water,fish,no,water,yes,water,yes,water,yes,water,yes,sharks,no,,,
74,264,332,tie2,A,"The Swiss yodeling instructor said, ""The most important thing in yodeling is, don't blank your tongue.""",330,swallow,swallow,yes,bite,no,bite,no,bite,no,swallow,yes,hold,no,,,
74,264,332,tie2,B,"Tonto said, ""Lone Ranger get plenty drunk at party. Him take blank off.""",328,mask,day,no,clothes,no,mask,yes,mask,yes,mask,yes,mask,yes,,,
74,265,333,1,A,"Brett said, ""Power failures are terrific. Me and two sailors just spent five wonderful hours in the blank.""",331,elevator,kitchen,no,watt box,no,dark,no,bar,no,dark,no,elevator,yes,,,
74,265,333,1,B,"Gloria said, ""My boyfriend is such a practical joker. Last night, he put a blank in my waterbed.""",328,fish,ice cube,no,hole,no,goldfish,yes,fish,yes,hole,no,fish,yes,,,
74,265,333,2,A,"Before Tarzan left the jungle forever, Jane asked for something to remember him by. So Tarzan had his blank bronzed.",331,loin cloth,loin cloth,yes,loin cloth,yes,loin cloth,yes,vine,no,loin cloth,yes,,,,,
74,265,333,2,B,"When the two contortionists accidentally tied themselves together during their act, they needed blank to get them apart.",328,grease,crow bar,no,help,no,,,,,,,,,,,
74,266,334,1,A,"When the teacher caught little Johnny streaking, she sent him home with a note glued to his blank.",332,bottom,behind,yes,body,no,forehead,no,bum,yes,rear end,yes,bottom,yes,,,
74,266,334,1,B,"Doug said, ""I just took a trip on an airline that had really first-class service. After you eat, the stewardess blanks you.""",331,burps,smiles at,no,massages,no,bathes,no,kisses,no,loves,no,burps,yes,,,
74,266,334,2,A,"Tommy's mother screamed, ""Tommy! How many times do I have to tell you, you don't wash the cat in the blank!""",332,bathtub,,,washing machine,no,dishwasher,no,,,,,,,,,
74,266,334,2,B,"Burt said, ""Those ants at the picnic were the strongest ants I've ever seen. While I was eating my lunch, those ants carried off my blank.""",331,wife,wine,no,children,no,camera,no,hamper,no,wife,yes,,,,,
74,266,335,1,A,"The Frankenstein monster said to Brett, ""If you were the only girl in the world and I were the only boy, I think I would blank.""",333,die,marry you,no,leave,no,die,yes,give up,no,kill myself,yes,die,yes,,,
74,267,335,1,B,"Secret Agent Maxwell Smart said, ""Chief, it's bad enough making a man in my position spy on a farmer, but do I have to dress up as a blank?""",332,cow,carrot,no,scarecrow,no,scarecrow,no,cowhand,no,bull,yes,farmer's daughter,no,,,
74,267,335,2,A,The Boy Scouts were shocked to see Smokey the Bear blanking behind a tree.,333,tinkling,smoking,no,smoking grass,no,,,,yes,,,,,,,
74,267,335,2,B,Euell Gibbons has eaten so much natural food that he now goes to a tree surgeon to have his blank trimmed.,332,hair,branches,no,hair,yes,hair,yes,hair,yes,,,hair,yes,,,
74,267,336,1,B,You can always tell when Olive Oyl's been out with Popeye. She comes home with spinach on her blank.,334,teeth,lips,no,chest,no,collar,no,face,no,dress,no,mouth,no,,,
74,267,336,1,A,"Alejandro said, ""The Flying Nun stopped flying after she broke the blank.""",332,habit,hat,yes,habit,yes,habit,yes,sound barrier,no,faith,no,veil,no,,,
74,267,336,2,A,Count Dracula quit the hockey team because they wouldn't let him blank the puck.,334,suck,lost,no,eat,no,bite,yes,suck,yes,suck,yes,suck,yes,,,
74,268,336,2,B,Did you hear about the nearsighted whale? He fell in love with a blank.,332,ship,,,,,,,porpoise,no,submarine,no,hippo,no,,,
74,268,337,1,B,"Cowboy said, ""That gunslinger took a shot at me, but I was lucky. The bullet went right into my blank.""",335,holster,buckle,no,bow legs,no,horse,no,saddle bag,no,behind,no,hat,no,,,
74,268,337,1,A,"Superman said, ""I've been a big fan of Charles Nelson Reilly ever since I found out he secretly blanks like me.""",334,dresses,flies,no,flies,no,flies,no,flies,no,flies,no,dresses,yes,,,
74,268,337,2,B,"Ken said, ""I took that El Cheapo cruise ship to Europe, and you know what? I had to blank all the way.""",335,bail,swim,no,row,no,row,no,stand,no,paddle,no,row,no,,,
74,269,338,1,A,"After spending five years together on the island, Robinson Crusoe said to Friday, ""You know, you're beginning to look a lot like blank.""",336,coconut,my wife,no,raquel welch,no,raquel welch,no,eve,no,brett,no,my wife,no,,,
74,269,338,1,B,"Cinderella's stepsister was so ugly, when Prince Charming handed her the glass slipper, she couldn't fit it on her foot, but it fit perfectly on her blank.",334,nose,nose,yes,nose,yes,nose,yes,nose,yes,nose,yes,nose,yes,,,
74,269,338,2,A,"The Great Reynaldo said, ""Any hypnotist can make a person go 'quack quack', but when I, the Great Reynaldo, say, 'You are a duck,' you begin to blank.""",336,bark,quack quack,no,swim,no,,,,,,,,,,,
74,269,339,1,B,"When Sally kissed the magic frog, she became blank.",337,a frog herself,pregnant,no,fertile,no,with child,no,pregnant,no,with child,no,pg,no,,,
74,270,339,1,A,"Dumb Dora is so dumb, when her husband was in prison, she tried to smuggle him a hacksaw in a blank.",334,cake,toothpick,no,envelope,no,ice cream cake,yes,pie,no,sandwich,no,cake,yes,,,
74,270,339,2,B,"Leonard said, ""My wife treats me like a dog. She even blanks me.""",337,kicks,housebreaks,no,paper trains,no,walks,no,strokes,no,walks,no,pets,no,,,
74,270,340,1,A,"Margo said, ""I don't think Dr. Smith is a real doctor. A real doctor doesn't examine you in the blank.""",338,dark,darkness,yes,hotel room,no,motel,no,waiting room,no,nude,no,sauna,no,,,
74,270,340,1,B,"The lady bullfighter lost her cape, so she shook her blank at the bull.",334,dress,skirt,no,bosoms,no,boobs,no,tassels,no,bosoms,no,bra,no,,,
74,271,340,2,B,"Snow White was really a rotten person, if you want to know the truth. She blackmailed the Seven Dwarves with a Polaroid picture of them blanking in the woods.",338,tinkling,,,streaking,no,kissing,no,working,no,streaking,no,smoking,no,,,
74,271,340,2,A,Mildred got on Let's Make a Deal by shaking her blank in Monty Hall's face.,334,tushy,boobies,no,other end,yes,bosom,no,hand,no,bosom,no,maracas,no,,,
74,271,340,tie1,A,"Before the royal king got into the royal pool, he dipped his royal blank in it.",338,toe,toe,yes,bum,no,toe,yes,toe,yes,toe,yes,toe,yes,,,
74,271,340,tie1,B,"Tom said to Dumb Dora, ""Why are you shaking that live chicken?"" and Dora said, ""I'm trying to make it lay blank eggs.""",334,golden,scrambled,no,scrambled,no,scrambled,no,scrambled,no,scrambled,no,scrambled,no,,,
74,271,341,1,A,"Allen Ludden said, ""My wife Betty White doesn't know her own strength. The last time she gave me a great big hug, she broke my blank.""",336,glasses,glasses,yes,ribs,no,ribs,no,ribs,no,ribs,no,glasses,yes,,,
74,272,341,1,B,They just put a vicious watchdog in front of the White House. He's trained to keep blank out.,338,democrats,reporters,no,democrats,yes,democrats,yes,tapes,no,,,the press,no,,,
74,272,341,2,B,"Tough Tony said, ""My gang is so tough, we even steal the blank from moving cars.""",336,hubcaps,,,hubcaps,yes,hubcaps,yes,wheels,no,hubcaps,yes,,,,,
74,272,341,2,A,"Dumb Dora is so dumb that to save time in the morning, she blanks before she goes to sleep.",338,dresses,eats breakfast,no,,,,,dresses,yes,eats,no,eats breakfast,no,,,
74,272,342,1,B,"Walter fell asleep and dreamed he was a giant ice cream sundae. When he woke up, his wife was covering him with blank.",339,whipped cream,fudge sauce,no,nuts,no,whipped cream,yes,cold feet,no,hot fudge,no,whipped cream,yes,,,
74,272,342,1,A,"Dale Evans said, ""This Thanksgiving, we're not going to have a turkey. I'm going to stuff my blank instead.""",336,horse,horse,yes,goose,no,horse,yes,horse,yes,horse trigger,yes,goose,no,,,
74,272,342,2,A,"George said, ""Boy, is Ted's wife strange looking. When I first saw her, I thought she was his blank.""",339,brother,dog,no,boyfriend,no,,,brother,yes,brother,yes,,,,,
74,273,342,2,B,Linda lost her blank while bouncing on the trampoline.,336,virtue,,,innocence,yes,,,,,,,bra,no,,,
74,273,343,1,A,"Brett said, ""I have an annoucement to make during the next commercial. I'm going to blank the man on the buzzer.""",340,kiss,kill,no,shoot,no,kill,no,kiss,yes,kill,no,kiss,yes,,,
74,273,343,1,B,"The man from Mars said, ""I guess I do look a little strange to you. I have three toes on my right foot, eight toes on my left foot, and on my other foot, I have a blank.""",336,finger,hoof,no,mouth,no,ear,no,finger,yes,roller skate,no,corn,no,,,
74,273,343,2,A,"The lawyer said to the assembled relatives, ""I'm afraid this will has an unusual requirement. Before I can read it, you all must be blank.""",340,drunk,naked,no,naked,no,blindfolded,no,,,nude,no,,,,,
74,273,343,2,B,"Greta said, ""My husband has been a sailor too long. He won't even get into a bathtub without a blank.""",336,ship,life preserver,no,lifesaver,no,compass,no,,,mae west,no,lifesaver,no,,,
74,274,344,1,A,"The doctor shouted up to the Jolly Green Giant, ""Hey, Green Giant, the reason you're having so much trouble hearing is because you've got a blank stuck in your ear!""",341,ear of corn,corn cob,yes,pea,no,corn,yes,carrot,no,pea,no,pea,no,,,
74,274,344,1,B,"Grandpa Jones said, ""My wife is 125 years old, but she can blank like a woman of 80.""",340,make love,make love,yes,rock,no,make love,yes,kiss,no,move,no,dance,no,,,
74,274,344,2,A,"Donna said, ""When my husband dreams, he talks in his sleep. Last night, I think he dreamed he was a dentist, because he kept telling me to blank.""",341,open wide,,,open my mouth,yes,,,open my mouth,yes,open my mouth,yes,open my mouth,yes,,,
74,274,344,2,B,"The Godfather said, ""Vito, remember my motto. A rolling meatball gathers no blank.""",340,sauce,,,moss,no,,,sauce,yes,sauce,yes,sauce,yes,,,
74,275,345,1,A,"The Great Reynaldo said, ""I'm leaving this crummy circus. They're so cheap, they make me share a bed with the blank.""",342,lions,bearded lady,no,elephant,no,elephant,no,lion,yes,bearded lady,no,snake,no,,,
74,275,345,1,B,"When Smilin' Jack drove his motorcycle clear through the barn, he came out with blank stuck in his teeth.",341,straw,hay,yes,straw,yes,hay,yes,hay,yes,straw,yes,hay,yes,,,
74,275,345,2,A,"Robinson Crusoe put this want ad in the paper: ""Wanted: attractive outdoor-type person to share desert island. Must be good blank.""",342,company,cook,no,lover,no,,,,,cook,no,cook,no,,,
74,275,346,1,A,"Tom said, ""I've got good news. I wallpapered the entire bedroom in less than an hour,"" and Selma said, ""I've got bad news. That big bump over there is where you wallpapered over our blank.""",343,window,bed,no,baby,no,john,no,bed,no,bed,no,dog,no,,,
74,276,346,1,B,"Chiquita the flamenco dancer said, ""I forgot my castanets, so at tonight's performance, I'll be banging my blanks together.""",341,boobs,bananas,no,knockers,yes,boobs,yes,false teeth,no,heels,no,earrings,no,,,
74,276,346,2,A,"The old prospector said, ""Last week some strange young fella named Kung Fu walked into my camp and blanked my burro.""",343,kicked,judo-chopped,no,karated,no,karated,no,blessed,no,stole,no,,,,,
74,276,347,1,A,"Luigi the Italian field goal kicker lost his football, so he kicked his blank over the goal posts.",344,shoe,pizza,no,helmet,no,meatball,no,meatball,no,meatball,no,meatball,no,,,
74,277,347,1,B,"Remember that old song ""Singing in the Rain?"" Well, there's a new song out called ""Blanking in the Rain.""",341,streaking,streaking,yes,tinkling,no,streaking,yes,streaking,yes,streaking,yes,streaking,yes,,,
74,277,347,2,A,"Euell Gibbons' wife said, 'I think Euell has eaten too much natural food. The first day of spring, his blank turned green.""",344,hair,nose,no,mouth,no,,,hairs,yes,hair,yes,body,no,,,
74,277,348,1,B,"Freddie said, ""You should've seen me on The Original Amateur Hour. The switchboard lit up when I blanked Ted Mack.""",345,kissed,kissed,yes,smacked,no,kissed,yes,set fire to,no,sat on,no,played,no,,,
74,277,348,1,A,"Charles Nelson Reilly said, ""It's terrible being up here on this upper tier. Every time Brett matches a contestant, she puts a blank on my leg.""",341,hand,hickey,no,notch,no,hickey,no,hand,yes,hand,yes,hand,yes,,,
74,278,348,2,B,Superman lost his blank in a telephone booth.,345,suit,,,glasses,no,,,s,no,virtue,no,clothes,yes,,,
74,278,348,2,A,"Stephanie said, ""I'm not dating Farmer John anymore until he gets a car. I'm sick and tired of going to drive-in movies on a blank.""",341,horse,cow,no,jackass,no,cow,no,,,,,,,,,
74,278,348,tie1,A,"The Texan said to his butler, ""I've invited two hundred people for cocktails. You'd better mix martinis in the blank.""",345,bathtub,swimming pool,no,swimming pool,no,oil well,no,pool,no,pool,no,pool,no,,,
74,278,348,tie1,B,"The nurse said to the doctor, ""I know it's none of my business, but I really don't think it's right to give your girlfriend a free blank for her birthday.""",341,examination,operation,no,shot,no,physical,yes,operation,no,examination,yes,facelift,no,,,
74,279,349,1,B,"In Africa, they have an unusual firing squad. Instead of ten soldiers with rifles, they have ten cannibals with blanks.",346,elephants,soup spoons,no,knives and forks,no,forks,no,knives and forks,no,napkins,no,knives and forks,no,,,
74,279,349,1,A,"The psychiatrist said, ""Mrs. Golden, let me explain. My last patient thought he was a dog. That's why there's a blank on the couch.""",341,puddle,little yellow spot,yes,puddle,yes,bone,no,spot,no,stain,yes,spot,no,,,
74,279,349,2,A,"King Kong is so big, he uses a helicopter as a blank.",346,beanie cap,truss,no,bike,no,hair dryer,no,egg beater,no,electric razor,no,fan,no,,,
74,280,350,1,B,"While visiting Rome, Dumb Dora didn't have a coin, so she threw her blank into the fountain.",347,husband,shorts,no,self,no,credit cards,no,teeth,no,dress,no,purse,no,,,
74,280,350,1,A,"Brett said, ""Will Rogers never met a man he didn’t like. But Will Rogers never met blank.""",341,jack klugman,jack klugman,yes,jack klugman,yes,my husband,yes,the emmy-winning half of the odd couple tv show,yes,j. klugman,yes,jack klugman,yes,,,
74,280,350,2,B,"Susan and Richard were so skinny, they used to blank in the chimney.",347,dance,sleep,no,smoke,no,,,,,,,dance,yes,,,
74,281,351,1,A,"Nellie said, ""My husband the baseball player thinks love is just like spring training. When we went on our honeymoon, he brought along a blank.""",348,glove,third baseman,no,bat,no,ball,no,glove,yes,teammate,no,catcher's mitt,yes,,,
74,281,351,1,B,"I have a letter for you from the newspaper: ""Dear Miss Beauty Hints, I followed your advice and soaked myself for an hour in lemon juice. Not only did my complexion get worse, but now I've got puckered blanks.""",341,boobs,boobs,yes,lips,no,lips,no,toes,no,cheeks,no,cheeks,no,,,
74,281,351,2,A,Bessie got blank at the OK Corral.,348,kissed,loaded,no,lassoed,no,branded,no,,,preggie,no,,,,,
74,281,351,2,B,"The ringmaster said, ""Ladies and gentlemen! Any magician can pull a rabbit out of his hat, but only the Great Barzini, the world-famous circus magician, can pull a blank out of his shorts.""",341,elephant,,,bird,no,dove,no,carrot,no,carrot,no,friend,no,,,
74,282,352,1,B,"On an old tombstone just outside of Dodge City is inscribed the following epitaph, ""Here lies Luscious Lil, the Old West's first exotic dancer. She died with her blanks on.""",349,dangles,tassels,yes,boobs,no,boobs,no,pasties,yes,pasties,yes,veils,no,,,
74,282,352,1,A,The only time Charles Nelson Reilly wears socks is when Charles Nelson Reilly blanks.,348,makes love,bathes,no,sleeps,no,sleeps,no,sleeps,no,makes films in tijuana,no,sings opera,no,,,
74,282,352,2,A,"When Rosita's new boyfriend tasted her hot tamales, flames shot out of his blank.",349,ears,,,mouth,no,mouth,no,,,,,tongue,no,,,
74,282,352,2,B,"The Godfather said, ""You gotta start things off right. As soon as I met the new mayor, I blanked him.""",348,killed,erased,yes,stabbed,no,shot,yes,shot,yes,bribed,no,kissed,no,,,
74,282,352,tie1,B,"Ken said, ""I sure wish I knew that guy was a blank before I hit him.""",349,fighter,boxer,yes,black belter,no,cop,no,prize fighter,yes,cop,no,cop,no,,,
74,282,352,tie1,A,"Henrietta said, ""My cat is so finicky, that before she'll even touch her food, she makes me blank it first.""",348,taste,eat,yes,taste,yes,taste,yes,eat,yes,eat,yes,eat,yes,,,
74,283,353,1,A,"Brett said, ""I remember the first man who proposed to me. I would've accepted, except he was blank.""",350,gay,dead,no,jewish,no,senile,no,blind,no,drunk,no,married,no,,,
74,283,353,1,B,"For Thanksgiving this year at the White House, President Nixon will be stuffing the turkey with blank.",348,tapes,tapes,yes,tapes,yes,tapes,yes,tapes,yes,tapes,yes,deleted expletives,no,,,
74,283,353,2,A,"Mrs. Mark Spitz said, ""My husband Mark is just like a baby. He's always blank.""",350,wet,sitting in water,yes,wet,yes,wet,yes,gurgling,no,wet,yes,crying,no,,,
74,284,354,1,A,"The psychiatrist said to his secretary, ""Please don't talk about fruit salads in front of my next patient. He thinks he's a blank.""",351,peach,banana,no,pineapple,no,banana,no,banana,no,fruit,no,banana,no,,,
74,284,354,1,B,"Harriet said, ""I watch TV commercials very closely, and I've discovered that the Ty-D-Bol man is really blank.""",348,clean,billy barty,no,filthy,no,a dirty old man,no,richard dawson,no,charles nelson reilly,no,blue,no,,,
74,284,354,2,A,"Nanook the Eskimo said, ""I built a generator for my igloo. I make my own electricity by putting my blank on a treadmill.""",351,wife,sled dog,no,dogs,no,dog team,no,husky,no,wife,yes,wife,yes,,,
74,284,354,2,B,"Long John Silver said, ""As you can see, mateys, I'm walking with a bad limp today because my wooden leg is blank.""",348,broken,warped,no,gone,no,warped,no,sawed off,no,broken,yes,missing,no,,,
74,285,355,1,A,"Tarzan say, ""Jungle hairdresser weird. Him blank my vine.""",352,curl,teased,no,cut,no,tease,no,cut and set,no,bleach,no,tease,no,,,
74,285,355,1,B,"Susan said, ""It may be true that my heart belongs to Daddy, but my blank belongs to Richard Dawson.""",351,body,body,yes,body,yes,body,yes,purse,no,body,yes,lips,no,,,
74,285,355,2,B,"The psychiatrist said, ""Harry, there are two things I have to say: 1, you are not a kitty cat, and 2, get that blank out of your mouth.""",352,mitten,mouse,no,mouse,no,mouse,no,mouse,no,mouse,no,mouse,no,,,
74,285,356,1,A,"Arnold Palmer said, ""I just played on the Egyptian national golf course. On the tenth hole, there's a sand trap so huge, it has a blank in it.""",353,pyramid,lot of mummies,no,pool,no,pyramid,yes,pyramid,yes,oasis,no,camel,no,,,
74,286,356,1,B,"At the gas station, Dumb Dora stuck the air hose in her mouth, and before she knew what happened, her blank was inflated to ten times its normal size.",351,bust,buns,no,bosom,yes,bust,yes,breast,yes,bosom,yes,bust,yes,,,
74,286,356,2,A,"When Tarzan went to the first annual jungle wife-swapping party, he swapped Jane for a blank.",353,ape,gorilla,yes,chimp,yes,,,,,refrigerator,no,chimpanzee,yes,,,
74,286,356,2,B,"Sam went to sleep and dreamed he was a master of the art of self-defense. When he woke up, he discovered he was kung fu-ing his blank.",351,wife,pillow,no,,,,,,,,,,,,,
74,286,356,tie1,A,"The agent said to King Kong, ""Kong, baby, I've got a great job for you. You're gonna do a commercial endorsing a blank.""",353,deodorant,bra,no,fay wray doll,no,banana,no,razor,no,health food,no,building,no,,,
74,286,356,tie1,B,"Vito said to Dumb Donald, ""Boy, I can see you're a novice when it comes to stick-ups. You're supposed to put a lady's stocking over your face, not a lady's blank.""",351,bra,pantyhose altogether,no,girdle,no,bra,yes,bra,yes,bra,yes,bra,yes,,,
74,287,357,1,B,"Marge said, ""I decided to leave my husband when he used my meatloaf as a blank.""",354,football,brick,no,pillow,no,doorstop,no,fertilizer,no,anchor,no,brick,no,,,
74,287,357,1,A,"Larry said to the bartender, ""Bartender, I know my limit. I stop drinking when my blank gets numb.""",351,head,buns,no,toes,no,tongue,no,hair,no,teeth,no,body,no,,,
74,287,357,2,A,"Karen said, ""I just visited a fantastic little tropical island. After you give the taxi driver a tip, he gives you a blank.""",354,coconut,coconut,yes,lei,no,lei,no,receipt,no,lei,no,flower necklace,no,,,
74,287,357,2,B,"The old farmer's wife said, ""Why don't you admit that you need glasses and stop trying to milk that blank?""",351,bull,chicken,no,bull,yes,horse,no,turnip,no,stool,no,horse,no,,,
74,287,357,tie1,A,"Tarzan ate so many bananas, he got too big for his blank.",354,britches,truss,no,loin cloth,yes,loin cloth,yes,vine,no,loin cloth,yes,loin cloth,yes,,,
74,288,357,tie1,B,"At the party, Glen said to Audrey, ""Yes I do wear a toupee. Why do you ask?"" and Audrey said, ""Because I just saw it in the blank.""",351,beauty parlor,bedroom,no,ty-d-man bowl,no,water closet,no,punch bowl,no,punch bowl,no,punch bowl,no,,,
74,288,358,1,B,"Harriet said to the vacuum cleaner salesman, ""You're right, this is the most powerful vacuum cleaner I've ever seen. Now would you mind removing my blank from inside the bag?""",355,panties,bird,no,arm,no,toupee,no,rug,no,pussycat,no,rug,no,,,
74,288,358,1,A,The whole Match Game audience cheered when Brett blanked.,354,kept her mouth shut,matched correctly,no,matched,no,matched,no,left,no,streaked,no,left,no,,,
74,288,358,2,B,"The clothing salesman said, ""This shark skin suit is so authentic, it even has blank.""",355,teeth,teeth,yes,teeth,yes,teeth,yes,fins,no,teeth,yes,a fin,no,,,
74,289,358,2,A,"Last Christmas Eve, just before leaving the North Pole, Rudolph the Red-Nosed Reindeer blanked his nose.",354,broke,blue,no,froze,no,blew,no,,,,,polished,no,,,
74,289,359,1,B,"The hotel clerk said, ""This strongman's convention is terrible. Last night, the people in 709 got drunk and threw the blank out the window.""",356,bed,708,no,bed,yes,bed,yes,convention,no,bed,yes,elevator,no,,,
74,289,359,1,A,"Fannie Flagg said, ""Even in a hurricane, I won't get blown away. I've got rocks in my blank.""",355,bra,buns,no,buns,no,bra,yes,head,no,head,no,bra,yes,,,
74,289,359,2,B,"When the nearsighted midget went to Alaska, he rubbed noses with a blank.",356,eskimo,polar bear,no,,,,,another midget,no,,,penguin,no,,,
74,289,359,2,A,"Vincent said, ""I have a really smart dog. As soon as Match Game '74 comes on, Fido blanks the TV set.""",355,kisses,watches,no,barks at,no,,,turns on,no,wets,no,,,,,
74,290,360,1,B,"Here's a poem: ""There was a man whose name was Dan, and yesterday, he ran and ran, to see the stripper known as Fran and catch a glimpse of her beautiful blank.""",357,tan,can,no,can,no,can,no,can,no,fan,no,fan,no,,,
74,290,360,1,A,"Ugly Beulah couldn't afford a plastic surgeon, so she went to a carpenter. He fixed her nose with a blank.",356,hammer,chisel,no,hammer,yes,saw,no,hammer,yes,mallet,yes,saw,no,,,
74,290,360,2,B,"The Egyptian sheik bought the world's largest bra, and he put it on his blank.",357,camel,camel's humps,yes,harem,no,camel,yes,entire harem,no,camel,yes,camel,yes,,,
74,290,360,2,A,"Not many people know this, but Butch Cassidy and the Sundance Kid are blank.",356,gay,very happy,yes,,,gay,yes,,,,,,,,,
74,291,361,1,A,"Mildred said, ""When my Arnold is watching a football game on TV, the only way I can get his attention is to blank.""",358,undress,streak,yes,strip,yes,streak,yes,streak,yes,strip,yes,tackle him,no,,,
74,291,361,1,B,"One little cupid said to the other, ""When you want someone to fall in love, dummy, you shoot the arrow through their heart, not into their blank!""",356,tummy,ear,no,brain,no,rear end,no,bottom,no,derriere,no,bottom,no,,,
74,291,361,2,A,"Billy the comic said, ""Whenever I get hit in the face with a pie, I make my blank lick it off.""",358,dog,,,,,,,,,,,dog,yes,,,
74,291,361,2,B,"When Shake and Bake was first sold in Africa, the natives said, ""Give us bigger bags. We want to Shake and Bake a blank.""",356,man,elephant,no,,,,,,,,,elephant,no,,,
74,291,362,1,B,"The 97-year-old woman said, ""I keep my husband in a file cabinet. I file the old codger under the letter D for blank.""",359,dead,dead,yes,dead,yes,dead,yes,dead,yes,dead,yes,dead,yes,,,
74,292,362,1,A,"Snow White said, ""I need some privacy. You ever try to blank with seven dwarves staring at you?""",358,make love,dress,no,go to the john,no,go to the outhouse,no,sleep,no,bathe,no,tinkle,no,,,
74,292,362,2,A,"Listen folks, nobody knows this, but Julia Child, the French chef, stuffs her blank with marshmallows.",358,bra,bra,yes,bra,yes,bra,yes,turkey,no,husband,no,bird,no,,,
74,292,363,1,B,"Marcia's gotten married so many times, she keeps a blank in the trunk of her car.",360,wedding dress,mattress,no,copy of her wassermann test,no,box of rice,no,wedding dress,yes,trousseau,yes,trousseau,yes,,,
74,292,363,1,A,Match Game '74 is publishing the shortest book ever written. It's called The Wit and Wisdom of Blank.,359,gene,dick dawson-rayburn,no,dickie dawson,no,brett,no,stars,no,brett,no,brett,no,,,
74,292,363,2,B,"Gladys said, ""I knew Larry was the man for me when on Christmas Eve he blanked my stocking.""",360,tried on,filled,no,stuffed,no,filled,no,,,,,,,,,
74,292,363,2,A,"The inventor said to the Six Million Dollar Man, ""When you start running out of energy, just stick your blank into the nearest socket.""",359,finger,finger,yes,head,no,finger,yes,hand,yes,finger,yes,,,,,
